"x"
1990.47
1830.42
1821.99
1798.51
1794.33
1792.23
1791.83
1782.91
1777.73
1770.12
1754.9
1747.64
1738.95
1737.61
1736.09
1730.2
1717.11
1709.68
1706.42
1700.3
1697.01
1689.91
1688.53
1685.48
1685.33
1685.13
1679.66
1676.17
1668.02
1667.21
1656.8
1656.14
1654.84
1653.71
1650.71
1650.34
1649.06
1648.39
1643.65
1637.04
1628.63
1621.57
1610.13
1610.12
1609.64
1607.35
1605.85
1600.86
1592.26
1586.99
1586.99
1578.68
1576.89
1568.62
1558.85
1554.64
1549.97
1548.43
1548
1545.51
1543.73
1543.63
1542.29
1540.31
1535.91
1528.25
1525.97
1524.73
1517.26
1508.53
1503.59
1500.22
1499.43
1498.76
1493.47
1491.14
1490.83
1486.96
1484.41
1482.26
1481.05
1479.27
1475.05
1472.14
1471.65
1470.71
1470.13
1468.56
1467.37
1467.32
1466.73
1460.75
1460.56
1459.18
1455.89
1452.84
1449.95
1448.38
1446.16
1445.46
1444.92
1444.14
1442.06
1441.44
1437.09
1436.23
1431.79
1431.42
1428.46
1422.82
1421.77
1421.61
1418.74
1413.57
1411.22
1409.5
1408.3
1406.9
1406.72
1405.48
1400.61
1400.22
1394.43
1392.47
1392.28
1391.94
1391.55
1386.78
1383.2
1382.5
1382.09
1374.12
1372.76
1368.62
1367.4
1366.78
1365.79
1365.39
1365.36
1362.75
1361.68
1361.26
1360.68
1354.09
1351.98
1351.45
1351.42
1351.27
1350.94
1349.7
1348.57
1346.08
1344.19
1341.83
1340.45
1336.21
1335.3
1332.28
1331.24
1330.81
1328.64
1321.45
1320.9
1320.81
1317.66
1317.17
1316.95
1316.78
1316.47
1316.3
1316.03
1315.83
1312.72
1311.72
1307.84
1306.79
1305.84
1305.12
1304.35
1303.44
1301.81
1299.23
1297
1295
1293.62
1292.93
1292.12
1290.09
1289.42
1287.65
1287.5
1282.83
1280.71
1279.69
1279.55
1277.8
1273.73
1271.26
1270.49
1269.27
1267.52
1265.59
1265.53
1259.29
1257.93
1257.4
1257.22
1252.21
1252.09
1251.81
1251.78
1251.46
1248.48
1246.48
1245.12
1244.72
1241.85
1241.72
1241.02
1238.38
1237.4
1236.91
1234.14
1232.96
1231.56
1231.26
1231.04
1227.9
1227.12
1225.47
1225.26
1222.19
1220.09
1220.05
1219.81
1218.6
1218.57
1214.26
1212.8
1208.78
1208.25
1206.22
1205.4
1204.99
1204.23
1202.61
1198.5
1197.41
1196.79
1191.2
1190.13
1188.09
1188
1186.01
1183.18
1178.5
1178.22
1177.39
1177.24
1176.65
1171.21
1170.02
1168.82
1167.13
1166.77
1165.95
1165.2
1164.49
1159.12
1155.69
1154.17
1150.55
1148.07
1145.7
1144.13
1142.84
1141.88
1140.62
1136.99
1134.78
1134.01
1133.65
1133.45
1129.45
1125.5
1125.5
1120.89
1117.99
1117.43
1116.92
1116.11
1113.02
1110.67
1110.39
1110
1109.06
1106.82
1105.78
1104.92
1103.85
1102.17
1100.29
1098.53
1085.57
1080.7
1080.4
1075.81
1074.67
1071.07
1069.63
1069.52
1069.48
1066.25
1058.61
1052.85
1049.79
1042.17
1041.33
1039.38
1036.52
1035.04
1032.23
1029.81
1029.29
1026.26
1011.12
1010.35
1010.24
1009.78
1004.99
1002.96
1002.64
999.18
998.28
996.03
987.16
983.69
977.85
960.83
960.75
960.7
954.35
950.97
947.7
943.07
939.39
935.13
924.33
921.32
921.08
920.78
917.88
905.77
896.55
894.78
894.41
872.16
855.27
852.73
826.23
